event_id,timestamp,user_id,role,department,network_zone,device_id,resource_id,sensitivity,action,outcome,is_anomaly,anomaly_type
EVT_00162,2026-05-01 09:25:05,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_PUB_02,Public,Delete,Success,0,
EVT_00163,2026-05-01 09:27:56,USR_039,Employee,Finance,Internal_Corporate,DEV_139,RES_GEN_25,Internal,Read,Success,0,
EVT_00164,2026-05-01 09:29:43,USR_012,Manager,Sales,Internal_Corporate,DEV_112,RES_PUB_01,Public,Read,Success,0,
EVT_00165,2026-05-01 09:30:14,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_GEN_26,Internal,Write,Success,0,
EVT_00166,2026-05-01 09:31:47,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_PUB_03,Public,Read,Success,0,
EVT_00167,2026-05-01 09:32:48,USR_043,Employee,Sales,Public_Internet,DEV_143,RES_GEN_23,Internal,Execute,Success,0,
EVT_00168,2026-05-01 09:34:05,USR_008,Employee,Finance,VPN_Remote,DEV_108,RES_INT_03,Internal,Write,Success,0,
EVT_00169,2026-05-01 09:34:23,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_24,Internal,Write,Success,0,
EVT_00170,2026-05-01 09:35:30,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_GEN_26,Internal,Read,Success,0,
EVT_00171,2026-05-01 09:36:13,USR_002,Employee,Sales,Public_Internet,DEV_102,RES_GEN_22,Internal,Read,Success,1,Impossible_Travel
EVT_00172,2026-05-01 09:37:10,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_21,Internal,Read,Success,0,
EVT_00173,2026-05-01 09:37:27,USR_003,Employee,Engineering,Internal_Corporate,DEV_103,RES_GEN_19,Internal,Read,Success,0,
EVT_00174,2026-05-01 09:37:36,USR_043,Employee,Sales,Public_Internet,DEV_143,RES_PUB_03,Public,Read,Success,1,Impossible_Travel
EVT_00175,2026-05-01 09:37:53,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_HR_MEDICAL,Privileged,Read,Success,0,
EVT_00176,2026-05-01 09:40:40,USR_008,Employee,Finance,VPN_Remote,DEV_108,RES_INT_01,Internal,Read,Success,0,
EVT_00177,2026-05-01 09:42:49,USR_039,Employee,Finance,VPN_Remote,DEV_139,RES_GEN_29,Internal,Read,Success,0,
EVT_00178,2026-05-01 09:43:39,USR_008,Employee,Finance,VPN_Remote,DEV_108,RES_GEN_24,Internal,Read,Success,0,
EVT_00179,2026-05-01 09:43:42,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_GEN_26,Internal,Read,Success,0,
EVT_00180,2026-05-01 09:43:49,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_INT_01,Internal,Read,Success,0,
EVT_00181,2026-05-01 09:48:46,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_INT_03,Internal,Write,Success,0,
EVT_00182,2026-05-01 09:50:11,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_00183,2026-05-01 09:50:22,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_24,Internal,Read,Success,0,
EVT_00184,2026-05-01 09:51:30,USR_029,Admin,Sales,VPN_Remote,DEV_129,RES_GEN_24,Internal,Read,Success,0,
EVT_00185,2026-05-01 09:51:33,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_28,Internal,Read,Success,0,
EVT_00186,2026-05-01 09:51:52,USR_015,Employee,Engineering,Internal_Corporate,DEV_115,RES_GEN_19,Internal,Read,Success,0,
EVT_00187,2026-05-01 09:51:57,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_27,Internal,Read,Success,0,
EVT_00188,2026-05-01 09:52:12,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_22,Internal,Read,Success,0,
EVT_00189,2026-05-01 09:53:39,USR_008,Employee,Finance,VPN_Remote,DEV_108,RES_GEN_27,Internal,Read,Success,0,
