event_id,timestamp,user_id,role,department,network_zone,device_id,resource_id,sensitivity,action,outcome,access_frequency,recent_failure_count,session_resource_variety,is_off_hours,device_novelty,sensitivity_mismatch,peer_rarity_score,user_hour_deviation,zone_risk,cross_department,iso_score,calculated_risk_score_ai,final_decision,decision_reason,is_anomaly,anomaly_type
EVT_00047,2026-05-01 06:48:16,USR_013,Employee,Sales,VPN_Remote,DEV_113,RES_GEN_27,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00048,2026-05-01 06:48:17,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_22,Internal,Write,Success,1.0,0.0,1.0,0,0,0,1.0,2.0,0,0,0.40929845072002585,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.,0,
EVT_00049,2026-05-01 06:49:31,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_ENG_CICD,Confidential,Read,Success,1.0,0.0,1.0,0,0,1,0.9333333333333333,0.0,0,0,0.4636745865532631,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00050,2026-05-01 06:50:41,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_INT_01,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,0.0,0,0,0.4376073563073213,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00051,2026-05-01 06:51:28,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_PUB_02,Public,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00052,2026-05-01 06:55:07,USR_026,Manager,Engineering,VPN_Remote,DEV_126,RES_GEN_26,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00053,2026-05-01 06:55:29,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_HR_PAYROLL,Confidential,Read,Success,1.0,0.0,1.0,0,0,0,0.9166666666666666,4.0,0,0,0.3880145416414392,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00054,2026-05-01 06:57:23,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_26,Internal,Write,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,0,0,0.4148557018680936,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00055,2026-05-01 07:01:16,USR_032,Employee,Engineering,VPN_Remote,DEV_132,RES_GEN_23,Internal,Read,Success,1.0,0.0,1.0,0,1,0,0.9411764705882353,0.0,1,0,0.5217016950243671,5.0,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.,0,
EVT_00056,2026-05-01 07:01:24,USR_053,Manager,Engineering,Internal_Corporate,DEV_153,RES_GEN_24,Internal,Delete,Success,1.0,0.0,1.0,0,0,0,1.0,4.0,0,0,0.4254977859428507,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00057,2026-05-01 07:01:54,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_24,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,0,0,0.4148557018680936,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00058,2026-05-01 07:02:35,USR_047,Employee,HR,Internal_Corporate,DEV_147,RES_HR_RECORDS,Confidential,Read,Success,1.0,0.0,1.0,0,0,1,0.8571428571428572,1.0,0,0,0.528716897050812,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.,0,
EVT_00059,2026-05-01 07:06:44,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,0,0,0.4148557018680936,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00060,2026-05-01 07:08:59,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_19,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,3.5,0,0,0.4170052171835207,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00061,2026-05-01 07:09:16,USR_056,Intern,Engineering,VPN_Remote,DEV_156,RES_ENG_PROD_DB,Privileged,Read,Success,1.0,0.0,1.0,0,1,1,0.8095238095238095,0.0,1,0,0.6618933909830725,50.6,CHALLENGE,Medium AI risk (51/100). Context: unrecognised device. Step-up MFA required.,0,
EVT_00062,2026-05-01 07:09:30,USR_054,Intern,HR,VPN_Remote,DEV_154,RES_GEN_25,Internal,Delete,Failure,1.0,1.0,1.0,0,0,0,1.0,1.0,1,0,0.5537582386280387,19.2,ALLOW,Low AI risk (19/100). Request matches baseline behaviour.,0,
EVT_00063,2026-05-01 07:09:36,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_20,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00064,2026-05-01 07:15:33,USR_016,Manager,Sales,Internal_Corporate,DEV_116,RES_SAL_PIPE,Confidential,Read,Success,1.0,0.0,1.0,0,1,0,0.9411764705882353,0.0,0,0,0.5185203328081552,4.3,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00065,2026-05-01 07:16:25,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_HR_MEDICAL,Privileged,Read,Success,1.0,0.0,1.0,0,1,1,0.875,0.0,0,0,0.6324683849810854,14.1,ALLOW,Low AI risk (14/100). Request matches baseline behaviour.,0,
EVT_00066,2026-05-01 07:18:50,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_19,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.9545454545454546,1.0,0,0,0.33501970902884864,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00067,2026-05-01 07:20:22,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_21,Internal,Read,Success,1.0,0.0,2.0,0,0,0,1.0,2.333333333333333,0,0,0.4295599691906173,5.0,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.,0,
EVT_00068,2026-05-01 07:20:33,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.9583333333333334,0.0,0,0,0.359084595716344,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00069,2026-05-01 07:21:09,USR_033,Intern,Engineering,Public_Internet,DEV_133,RES_GEN_26,Internal,Delete,Success,2.0,0.0,2.0,0,0,0,0.96,0.75,2,0,0.4956452960713029,14.0,CHALLENGE,Low AI risk (14/100) overridden by policy: access from public internet requires step-up MFA.,0,
EVT_00070,2026-05-01 07:21:41,USR_054,Intern,HR,Internal_Corporate,DEV_154,RES_GEN_25,Internal,Write,Success,1.0,0.0,1.0,0,0,0,0.9411764705882353,0.5,0,0,0.3406795204039057,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00071,2026-05-01 07:22:28,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_GEN_25,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00072,2026-05-01 07:24:43,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_FIN_BANK,Privileged,Read,Success,1.0,0.0,1.0,0,0,1,1.0,1.0,0,0,0.4925297374177398,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00073,2026-05-01 07:32:41,USR_005,Manager,Sales,VPN_Remote,DEV_105,RES_GEN_19,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,1,0,0.4423328720283123,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00074,2026-05-01 07:34:39,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_20,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,0,0,0.4148557018680936,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00075,2026-05-01 07:35:36,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_PUB_01,Public,Read,Success,1.0,0.0,1.0,0,0,0,0.962962962962963,0.5,0,0,0.34513247105860123,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00076,2026-05-01 07:36:24,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_24,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.8,1.0,0,0,0.4559909107232597,2.3,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00077,2026-05-01 07:38:32,USR_051,Employee,HR,VPN_Remote,DEV_151,RES_GEN_24,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00078,2026-05-01 07:39:18,USR_036,Manager,HR,VPN_Remote,DEV_136,RES_GEN_24,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.95,3.0,1,0,0.36402392220900254,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00079,2026-05-01 07:39:34,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_GEN_24,Internal,Read,Success,1.0,0.0,2.0,0,0,0,0.7272727272727273,0.5,0,0,0.4896834775781379,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00080,2026-05-01 07:40:16,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_INT_02,Internal,Delete,Success,1.0,0.0,1.0,0,1,0,0.9166666666666666,0.0,0,0,0.5448772377158867,9.1,ALLOW,Low AI risk (9/100). Request matches baseline behaviour.,0,
EVT_00081,2026-05-01 07:42:03,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_01,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00082,2026-05-01 07:42:22,USR_052,Employee,Sales,Internal_Corporate,DEV_152,RES_GEN_27,Internal,Read,Success,1.0,0.0,1.0,0,1,0,0.9473684210526316,0.0,0,0,0.5209882975561947,5.1,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.,0,
EVT_00083,2026-05-01 07:46:31,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_FIN_TAX,Confidential,Execute,Success,1.0,0.0,2.0,0,0,1,1.0,0.33333333333333304,0,0,0.5303373799517456,3.1,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.,0,
EVT_00084,2026-05-01 07:47:56,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_20,Internal,Write,Success,1.0,0.0,1.0,0,0,0,0.9523809523809523,0.5,0,0,0.33984170324627694,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00085,2026-05-01 07:48:46,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_GEN_27,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,1.0,0,0,0.4148557018680936,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00086,2026-05-01 07:48:57,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_PUB_02,Public,Write,Success,1.0,0.0,1.0,0,0,0,0.9565217391304348,1.0,0,0,0.33544669830900364,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00087,2026-05-01 07:49:04,USR_054,Intern,HR,Internal_Corporate,DEV_154,RES_GEN_21,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.9583333333333334,0.33333333333333304,0,0,0.34544125912106804,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00088,2026-05-01 07:50:03,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_INT_03,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00089,2026-05-01 07:50:29,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_GEN_22,Internal,Write,Success,1.0,0.0,1.0,0,0,0,0.9333333333333333,1.0,0,0,0.3441953239033874,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00090,2026-05-01 07:53:21,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_25,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,2.0,0,0,0.40929845072002585,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.,0,
EVT_00091,2026-05-01 07:55:00,USR_018,Employee,Engineering,Internal_Corporate,DEV_118,RES_GEN_20,Internal,Read,Success,1.0,0.0,1.0,0,1,0,0.9655172413793104,0.0,0,0,0.5310364721711267,5.5,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
